Material,Su,Sy,E,G,mu,Ro,Use
ANSI Aluminum Alloy Alclad 3004H36 Wrought,262,228,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 3004H38 Wrought,283,248,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105O Wrought,117,55,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105H12 Wrought,152,131,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105H14 Wrought,172,152,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105H16 Wrought,193,172,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105H18 Wrought,214,193,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 3105H25 Wrought,179,159,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 4032T6 Wrought,379,317,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005O Wrought,124,41,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H12 Wrought,138,131,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H14 Wrought,159,152,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H16 Wrought,179,172,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H18 Wrought,200,193,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H32 Wrought,138,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H34 Wrought,159,138,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H36 Wrought,179,165,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5005H38 Wrought,200,186,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5050O Wrought,145,55,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5050H32 Wrought,172,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5050H34 Wrought,193,165,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5050H36 Wrought,207,179,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5050H38 Wrought,221,200,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5052O Wrought,193,90,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5052H32 Wrought,228,193,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5052H34 Wrought,262,214,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5052H36 Wrought,276,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5052H38 Wrought,290,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5056O Wrought,290,152,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5056H18 Wrought,434,407,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5056H38 Wrought,414,345,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5083O Wrought,290,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5083H116 Wrought,317,228,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5083H321 Wrought,317,228,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5086O Wrought,262,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5086H32 Wrought,290,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5086H34 Wrought,324,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5086H112 Wrought,269,131,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5086H116 Wrought,290,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154O Wrought,241,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154H32 Wrought,269,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154H34 Wrought,290,228,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154H36 Wrought,310,248,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154H38 Wrought,331,269,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5154H112 Wrought,241,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5252H25 Wrought,234,172,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5252H28 Wrought,283,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5252H38 Wrought,283,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254O Wrought,241,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254H32 Wrought,269,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254H34 Wrought,290,228,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254H36 Wrought,310,248,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254H38 Wrought,331,269,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5254H112 Wrought,241,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5454O Wrought,248,117,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5454H32 Wrought,276,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5454H34 Wrought,303,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5454H111 Wrought,262,179,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5454H112 Wrought,248,124,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5456O Wrought,310,159,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5456H112 Wrought,310,165,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5456H116 Wrought,352,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5456H321 Wrought,352,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5457O Wrought,131,48,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5457H25 Wrought,179,159,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5457H28 Wrought,207,186,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5457H38 Wrought,207,186,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5652O Wrought,193,90,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5652H32 Wrought,228,193,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5652H34 Wrought,262,214,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5652H36 Wrought,276,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5652H38 Wrought,290,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5657H25 Wrought,159,138,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5657H28 Wrought,193,165,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 5657H38 Wrought,193,165,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6061O Wrought,124,55,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6061T4 Wrought,241,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6061T451 Wrought,241,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6061T6 Wrought,310,276,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6061T651 Wrought,310,276,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 6061O Wrought,117,48,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 6061T4 Wrought,228,131,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 6061T451 Wrought,228,131,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 6061T6 Wrought,290,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 6061T651 Wrought,290,255,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063O Wrought,90,48,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T1 Wrought,152,90,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T4 Wrought,172,90,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T5 Wrought,186,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T6 Wrought,241,214,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T83 Wrought,255,241,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T831 Wrought,207,186,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6063T832 Wrought,290,269,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6066O Wrought,152,83,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6066T4 Wrought,359,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6066T451 Wrought,359,207,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6066T6 Wrought,393,359,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6066T651 Wrought,393,359,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6070T6 Wrought,379,352,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6101H111 Wrought,97,76,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6101T6 Wrought,221,193,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6262T9 Wrought,400,379,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6351T4 Wrought,248,152,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6351T6 Wrought,310,283,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6463T1 Wrought,152,90,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6463T5 Wrought,186,145,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 6463T6 Wrought,241,214,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7049T73 Wrought,517,448,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7049T7352 Wrought,517,434,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7050T73510 Wrought,496,434,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7050T7451f Wrought,524,469,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7050T7651 Wrought,552,490,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7075O Wrought,228,103,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7075T6 Wrought,572,503,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7075T651 Wrought,572,503,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7075O Wrought,221,97,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7075T6 Wrought,524,462,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7075T651 Wrought,524,462,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7178O Wrought,228,103,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7178T6 Wrought,607,538,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7178T651 Wrought,607,538,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7178T76 Wrought,572,503,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 7178T7651 Wrought,572,503,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7178O Wrought,221,97,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7178T6 Wrought,558,490,73000,26000,0.33,2700,False
ANSI Aluminum Alloy Alclad 7178T651 Wrought,558,490,73000,26000,0.33,2700,False
ANSI Aluminum Alloy 8176H24 Wrought,117,97,73000,26000,0.33,2700,False
ANSI Magnesium Alloy AM100AT61 sand casting,276,152,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ63AT6 sand casting,276,97,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ81AT4 sand casting,276,83,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ91CT6 sand casting,276,145,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ91ET6 sand casting,276,145,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ92AT6 sand casting,276,152,73000,26000,0.33,1750,False
ANSI Magnesium Alloy EZ33AT5 sand casting,159,110,73000,26000,0.33,1750,False
ANSI Magnesium Alloy HK31AT6 sand casting,221,103,73000,26000,0.33,1750,False
ANSI Magnesium Alloy HZ32AT6 sand casting,186,90,73000,26000,0.33,1750,False
ANSI Magnesium Alloy K1AF sand casting,179,55,73000,26000,0.33,1750,False
ANSI Magnesium Alloy QE22AT6 sand casting,262,193,73000,26000,0.33,1750,False
ANSI Magnesium Alloy QH21AT6 sand casting,276,207,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZE41AT5 sand casting,207,138,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZE63AT6 sand casting,303,193,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZH62AT5 sand casting,241,152,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZK51AT5 sand casting,207,138,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZK61AT6 sand casting,310,193,73000,26000,0.33,1750,False
ANSI Magnesium Alloy WE54AF sand casting,276,200,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ91AF pressure die casting,234,159,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ91BFAZ91BF pressure die casting,234,159,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ91DF pressure die casting,234,159,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AM60AF pressure die casting,221,131,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AM60BF pressure die casting,221,131,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AS41AF pressure die casting,214,138,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ10AF As extruded,241,145,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ31BF As extruded,262,200,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ31CF As extruded,262,200,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ61AF As extruded,310,228,73000,26000,0.33,1750,False
ANSI Magnesium Alloy AZ80AT5 As extruded,379,276,73000,26000,0.33,1750,False
ANSI Magnesium Alloy HM31AF As extruded,290,228,73000,26000,0.33,1750,False
ANSI Magnesium Alloy M1AF As extruded,255,179,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZK40AT5 As extruded,276,255,73000,26000,0.33,1750,False
ANSI Magnesium Alloy ZK60AF As extruded,352,283,73000,26000,0.33,1750,False
ISO EN C45 heat treated,650,430,206000,80000,0.3,7860,False
ISO EN C50 heat treated,700,460,206000,80000,0.3,7860,False
ISO EN C55 heat treated,750,490,206000,80000,0.3,7860,False
ISO EN C60 heat treated,800,520,206000,80000,0.3,7860,False
ISO EN 28Mn6 heat treated,700,490,206000,80000,0.3,7860,False
ISO EN 34Cr4 heat treated,800,590,206000,80000,0.3,7860,False
ISO EN 37Cr4 heat treated,850,630,206000,80000,0.3,7860,False
ISO EN 41Cr4 heat treated,900,660,206000,80000,0.3,7860,False
ISO EN 16MnCr5 casehardened,900,680,206000,80000,0.3,7860,False
ISO EN 20MnCr5 casehardened,980,680,206000,80000,0.3,7860,False
ISO EN 25CrMo4 heat treated,800,600,206000,80000,0.3,7860,False
ISO EN 34CrMo4 heat treated,900,650,206000,80000,0.3,7860,False
ISO EN 42CrMo4 heat treated,1000,770,206000,80000,0.3,7860,False
ISO EN 51CrV4 casehardened,900,700,206000,80000,0.3,7860,False
ISO EN 16NiCr4 casehardened,835,590,206000,80000,0.3,7860,False
ISO EN 34CrNiMo6 heat treated,1100,900,206000,80000,0.3,7860,False
ISO EN 30CrNiMo8 heat treated,1250,1050,206000,80000,0.3,7860,False
DIN DIN Ck10 casehardened,440,275,206000,80000,0.3,7860,True
DIN DIN Ck15 casehardened,495,295,206000,80000,0.3,7860,True
DIN DIN Ck40 heat treated,630,400,206000,80000,0.3,7860,False
DIN DIN Ck45 normalized,535,320,206000,80000,0.3,7860,False
DIN DIN Ck45 heat treated,650,430,206000,80000,0.3,7860,False
DIN DIN Ck50 face hardened,700,460,206000,80000,0.3,7860,False
DIN DIN Ck55 heat treated,750,500,206000,80000,0.3,7860,False
DIN DIN Ck60 normalized,680,400,206000,80000,0.3,7860,False
DIN DIN Ck60 heat treated,800,520,206000,80000,0.3,7860,False
DIN DIN Ck60 nitrocarburized,800,520,206000,80000,0.3,7860,False
DIN DIN 37Cr4 heat treated,850,630,206000,80000,0.3,7860,False
DIN DIN 37Cr4 face hardened,850,630,206000,80000,0.3,7860,False
DIN DIN 37Cr4 nitrocasehard,1535,1069,206000,80000,0.3,7860,False
DIN DIN 55Cr3 heat treated,1450,1069,206000,80000,0.3,7860,False
DIN DIN 16MnCr5 casehardened,900,680,206000,80000,0.3,7860,False
DIN DIN 54SiCr6 heat treated,1370,1069,206000,80000,0.3,7860,False
DIN DIN 30CrV9 nitrided,800,600,206000,80000,0.3,7860,False
DIN DIN 42CrV6 heat treated,980,850,206000,80000,0.3,7860,False
DIN DIN 42CrV6 face hardened,980,850,206000,80000,0.3,7860,False
DIN DIN 50CrV4 heat treated,1370,1069,206000,80000,0.3,7860,False
BS BS 251A58 heat treated,1300,1069,206000,80000,0.3,7860,False
BS BS 530M40 heat treated,775,570,206000,80000,0.3,7860,False
BS BS 530M40 face hardened,850,665,206000,80000,0.3,7860,False
BS BS 525A60 heat treated,1380,1069,206000,80000,0.3,7860,False
BS BS 708M40 heat treated,850,665,206000,80000,0.3,7860,False
BS BS 708M40 face hardened,925,740,206000,80000,0.3,7860,False
BS BS 735A51 heat treated,1370,1069,206000,80000,0.3,7860,False
BS BS 905M39 nitrided,775,570,206000,80000,0.3,7860,False
BS BS 722M24 nitrided,850,685,206000,80000,0.3,7860,False
BS BS 817M40 heat treated,1075,925,206000,80000,0.3,7860,False
CSN CSN 11110 normalized,471,373,206000,80000,0.3,7860,True
CSN CSN 11140 normalized,660,520,206000,80000,0.3,7860,False
CSN CSN 11523 normalized,510,345,206000,80000,0.3,7860,False
CSN CSN 11600 face hardened,590,315,206000,80000,0.3,7860,False
CSN CSN 11700 face hardened,686,355,206000,80000,0.3,7860,False
CSN CSN 12010 casehardened,490,325,206000,80000,0.3,7860,True
CSN CSN 12020 casehardened,490,295,206000,80000,0.3,7860,True
CSN CSN 12050 normalized,530,305,206000,80000,0.3,7860,False
CSN CSN 12050 heat treated,640,390,206000,80000,0.3,7860,False
CSN CSN 12061 heat treated,800,500,206000,80000,0.3,7860,False
CSN CSN 12071 heat treated,1535,1069,206000,80000,0.3,7860,False
CSN CSN 13180 heat treated,1535,1069,206000,80000,0.3,7860,False
CSN CSN 13220 normalized,670,430,206000,80000,0.3,7860,False
CSN CSN 13221 normalized,680,440,206000,80000,0.3,7860,False
CSN CSN 13251 heat treated,1270,1069,206000,80000,0.3,7860,False
CSN CSN 13270 heat treated,1420,1069,206000,80000,0.3,7860,False
CSN CSN 14140 heat treated,883,637,206000,80000,0.3,7860,False
CSN CSN 14140 face hardened,932,785,206000,80000,0.3,7860,False
CSN CSN 14140 nitrocasehard,1535,1069,206000,80000,0.3,7860,False
CSN CSN 14220 casehardened,785,588,206000,80000,0.3,7860,False
CSN CSN 14223 casehardened,883,687,206000,80000,0.3,7860,False
CSN CSN 14230 casehardened,981,794,206000,80000,0.3,7860,False
CSN CSN 14260 heat treated,1370,1069,206000,80000,0.3,7860,False
CSN CSN 14262 heat treated,1470,1069,206000,80000,0.3,7860,False
CSN CSN 15222 normalized,690,490,206000,80000,0.3,7860,False
CSN CSN 15230 heat treated,1000,850,206000,80000,0.3,7860,False
CSN CSN 15230 Heattreatment nitrided steel,780,635,206000,80000,0.3,7860,False
CSN CSN 15241 heat treated,1177,981,206000,80000,0.3,7860,False
CSN CSN 15241 heat treated,1535,1069,206000,80000,0.3,7860,False
CSN CSN 15241 face hardened,1177,981,206000,80000,0.3,7860,False
CSN CSN 15330 Heattreatment nitrided steel,834,637,206000,80000,0.3,7860,False
CSN CSN 16220 casehardened,883,637,206000,80000,0.3,7860,False
CSN CSN 16420 casehardened,932,785,206000,80000,0.3,7860,False
CSN CSN 16430 heat treated,1080,880,206000,80000,0.3,7860,False
CSN CSN 16640 heat treated,1535,1069,206000,80000,0.3,7860,False
CSN CSN 17020 normalized,441,245,206000,80000,0.3,7860,False
CSN CSN 17021 normalized,590,415,206000,80000,0.3,7860,False
CSN CSN 17022 normalized,690,455,206000,80000,0.3,7860,False
CSN CSN 17023 normalized,740,495,206000,80000,0.3,7860,False
CSN CSN 17040 normalized,440,265,206000,80000,0.3,7860,True
CSN CSN 17041 normalized,440,295,206000,80000,0.3,7860,True
CSN CSN 17113 normalized,441,245,206000,80000,0.3,7860,False
CSN CSN 17115 normalized,930,685,206000,80000,0.3,7860,False
CSN CSN 17125 normalized,460,270,206000,80000,0.3,7860,True
CSN CSN 17145 normalized,800,560,206000,80000,0.3,7860,False
CSN CSN 17150 normalized,900,650,206000,80000,0.3,7860,False
CSN CSN 17240 normalized,490,186,206000,80000,0.3,7860,False
CSN CSN 17241 normalized,530,195,206000,80000,0.3,7860,False
CSN CSN 17243 normalized,500,190,206000,80000,0.3,7860,False
CSN CSN 17246 normalized,550,210,206000,80000,0.3,7860,False
CSN CSN 17247 normalized,500,195,206000,80000,0.3,7860,False
CSN CSN 17248 normalized,500,205,206000,80000,0.3,7860,False
CSN CSN 17249 normalized,440,175,206000,80000,0.3,7860,False
CSN CSN 17251 normalized,650,350,206000,80000,0.3,7860,False
CSN CSN 17253 normalized,700,350,206000,80000,0.3,7860,False
CSN CSN 17255 normalized,600,250,206000,80000,0.3,7860,False
CSN CSN 17256 normalized,500,230,206000,80000,0.3,7860,False
CSN CSN 17259 normalized,540,265,206000,80000,0.3,7860,False
CSN CSN 17265 normalized,550,230,206000,80000,0.3,7860,False
CSN CSN 17346 normalized,550,205,206000,80000,0.3,7860,False
CSN CSN 17348 normalized,550,215,206000,80000,0.3,7860,False
CSN CSN 17359 normalized,540,275,206000,80000,0.3,7860,False
CSN CSN 17460 normalized,635,295,206000,80000,0.3,7860,False
CSN CSN 17465 normalized,980,590,206000,80000,0.3,7860,False
CSN CSN 17501 normalized,640,490,206000,80000,0.3,7860,False
GOST Steel 08 GOST 105088 normalized,320,196,203000,78000,0.3,7871,False
GOST Steel 10 GOST 105088 normalized,330,205,206000,79000,0.3,7856,False
GOST Steel 10 GOST 105088 casehardened,400,250,206000,79000,0.3,7856,False
GOST Steel 10 GOST 105088 Cold working,410,250,206000,79000,0.3,7856,False
GOST Steel 10 GOST 105088 Annealing or high tempering,290,190,206000,79000,0.3,7856,False
GOST Steel 15 GOST 105088 normalized,370,225,201000,78000,0.29,7850,False
GOST Steel 15 GOST 105088 casehardened,450,250,201000,78000,0.29,7850,False
GOST Steel 15 GOST 105088 Cold working,440,340,201000,78000,0.29,7850,True
GOST Steel 15 GOST 105088 Annealing or high tempering,340,220,201000,78000,0.29,7850,False
GOST Steel 20 GOST 105088 normalized,410,245,212000,82000,0.29,7859,False
GOST Steel 20 GOST 105088 casehardened,500,300,212000,82000,0.29,7859,True
